"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","first.two.char","first.three.char","year"
"NCB19",6.525,"Low Fat",0.0908305870296802,"Household",86.4882,"OUT017","Small","Tier 2","Supermarket Type1",1631.8758,"NC","NCB","6"
"FDI07",12.35,"Regular",0.033814370211782,"Meat",198.1426,"OUT049","Medium","Tier 1","Supermarket Type1",3757.1094,"FD","FDI","14"
"NCS06",7.935,"Low Fat",0.0317269404309825,"Household",261.091,"OUT035","Small","Tier 2","Supermarket Type1",2366.919,"NC","NCS","9"
"FDX03",15.85,"Regular",0.104662045563805,"Meat",47.1744,"OUT010","Small","Tier 3","Grocery Store",90.5488,"FD","FDX","15"
"NCK29",5.615,"Low Fat",0.126008634236977,"Health and Hygiene",121.973,"OUT046","Small","Tier 1","Supermarket Type1",2463.46,"NC","NCK","16"
"FDH16",10.5,"Low Fat",0.0525024968994041,"Frozen Foods",90.783,"OUT013","High","Tier 3","Supermarket Type1",1258.362,"FD","FDH","26"
"FDA55",17.2,"Regular",0.056690548385423,"Fruits and Vegetables",223.8088,"OUT027","Medium","Tier 3","Other Supermarket",5592.72,"FD","FDA","28"
"FDS20",8.85,"Low Fat",0.0539522871963902,"Fruits and Vegetables",182.7292,"OUT049","Medium","Tier 1","Supermarket Type1",4925.5884,"FD","FDS","14"
"FDS31",13.1,"Regular",0.0441869542921051,"Fruits and Vegetables",180.3318,"OUT046","Small","Tier 1","Supermarket Type1",2345.6134,"FD","FDS","16"
"FDA23",9.8,"Low Fat",0.0469398966464615,"Baking Goods",101.3016,"OUT027","Medium","Tier 3","Other Supermarket",2327.6368,"FD","FDA","28"
"NCU18",15.1,"Low Fat",0.0558228125063138,"Household",140.2496,"OUT035","Small","Tier 2","Supermarket Type1",2681.8424,"NC","NCU","9"
"FDE11",17.7,"Regular",0.134960121778506,"Starchy Foods",184.4924,"OUT013","High","Tier 3","Supermarket Type1",3146.5708,"FD","FDE","26"
"FDE44",14.65,"Low Fat",0.171531563123335,"Fruits and Vegetables",49.7692,"OUT045","Small","Tier 2","Supermarket Type1",837.5764,"FD","FDE","11"
"FDV51",16.35,"Low Fat",0.0325349069352413,"Meat",165.7842,"OUT046","Small","Tier 1","Supermarket Type1",2652.5472,"FD","FDV","16"
"FDK51",19.85,"Low Fat",0.00526615400507746,"Dairy",264.5884,"OUT017","Small","Tier 2","Supermarket Type1",5829.7448,"FD","FDK","6"
"FDR36",6.715,"Regular",0.121840259120362,"Baking Goods",43.5454,"OUT045","Small","Tier 2","Supermarket Type1",838.908,"FD","FDR","11"
"FDU40",20.85,"Low Fat",0.037399387507286,"Frozen Foods",192.5478,"OUT046","Small","Tier 1","Supermarket Type1",2906.217,"FD","FDU","16"
"FDU37",9.5,"Regular",0.103960844854606,"Canned",79.796,"OUT027","Medium","Tier 3","Other Supermarket",4074.696,"FD","FDU","28"
"FDV47",17.1,"Low Fat",0.0541530383758682,"Breads",85.3566,"OUT013","High","Tier 3","Supermarket Type1",1775.6886,"FD","FDV","26"
"FDF04",17.5,"Low Fat",0.0244522325608638,"Frozen Foods",258.6304,"OUT019","Small","Tier 1","Grocery Store",516.6608,"FD","FDF","28"
"FDX16",17.85,"Low Fat",0.0657897241986251,"Frozen Foods",147.805,"OUT035","Small","Tier 2","Supermarket Type1",1947.465,"FD","FDX","9"
"NCL05",19.6,"Low Fat",0.0478494976305771,"Health and Hygiene",45.077,"OUT013","High","Tier 3","Supermarket Type1",605.878,"NC","NCL","26"
"NCL30",18.1,"Low Fat",0.0486841031513477,"Household",125.9336,"OUT027","Medium","Tier 3","Other Supermarket",7158.6816,"NC","NCL","28"
"NCR06",12.5,"Low Fat",0.00676431963512347,"Household",41.7112,"OUT046","Small","Tier 1","Supermarket Type1",383.5008,"NC","NCR","16"
"FDX03",15.85,"Regular",0.0612235497472248,"Meat",45.6744,"OUT045","Small","Tier 2","Supermarket Type1",633.8416,"FD","FDX","11"
"FDR32",6.78,"Regular",0.085971437148266,"Fruits and Vegetables",227.4694,"OUT046","Small","Tier 1","Supermarket Type1",3197.1716,"FD","FDR","16"
"FDX04",19.6,"Regular",0.0415587203022113,"Frozen Foods",47.6376,"OUT035","Small","Tier 2","Supermarket Type1",335.5632,"FD","FDX","9"
"DRH01",17.5,"Low Fat",0.0984839772272919,"Soft Drinks",171.7738,"OUT017","Small","Tier 2","Supermarket Type1",2432.8332,"DR","DRH","6"
"FDO57",20.75,"Low Fat",0.10893715870691,"Snack Foods",160.9578,"OUT045","Small","Tier 2","Supermarket Type1",1444.1202,"FD","FDO","11"
"FDD11",12.85,"Low Fat",0.0304563780298634,"Starchy Foods",254.704,"OUT027","Medium","Tier 3","Other Supermarket",3036.048,"FD","FDD","28"
"DRM47",9.3,"Low Fat",0.0750082183627208,"Hard Drinks",189.1846,"OUT010","Small","Tier 3","Grocery Store",382.1692,"DR","DRM","15"
"NCC54",17.75,"Low Fat",0.0976807529838136,"Health and Hygiene",242.4196,"OUT035","Small","Tier 2","Supermarket Type1",5543.4508,"NC","NCC","9"
"FDC45",17,"Low Fat",0.135948344670717,"Fruits and Vegetables",171.5106,"OUT049","Medium","Tier 1","Supermarket Type1",1539.9954,"FD","FDC","14"
"FDW46",13,"Regular",0.126056070358189,"Snack Foods",63.6484,"OUT019","Small","Tier 1","Grocery Store",65.2484,"FD","FDW","28"
"FDP40",4.555,"Regular",0.0343226198108063,"Frozen Foods",110.1544,"OUT013","High","Tier 3","Supermarket Type1",1230.3984,"FD","FDP","26"
"FDM08",10.1,"Regular",0.0917938162216707,"Fruits and Vegetables",225.5088,"OUT010","Small","Tier 3","Grocery Store",1342.2528,"FD","FDM","15"
"FDV52",20.7,"Regular",0.121713321607478,"Frozen Foods",119.7466,"OUT049","Medium","Tier 1","Supermarket Type1",2003.3922,"FD","FDV","14"
"DRB24",8.785,"Low Fat",0.0206201929769446,"Soft Drinks",153.0656,"OUT045","Small","Tier 2","Supermarket Type1",4170.5712,"DR","DRB","11"
"NCC54",17.75,"Low Fat",0.167386232275739,"Health and Hygiene",239.3196,"OUT010","Small","Tier 3","Grocery Store",723.0588,"NC","NCC","15"
"FDV38",19.25,"Low Fat",0.182488027713635,"Dairy",54.9956,"OUT019","Small","Tier 1","Grocery Store",109.1912,"FD","FDV","28"
"FDB36",5.465,"Regular",0.0486285137991957,"Baking Goods",129.2626,"OUT045","Small","Tier 2","Supermarket Type1",1311.626,"FD","FDB","11"
"DRH51",17.6,"Low Fat",0.17431650923534,"Dairy",89.5856,"OUT019","Small","Tier 1","Grocery Store",175.7712,"DR","DRH","28"
"FDV45",16.75,"Low Fat",0.0448115036735439,"Snack Foods",187.4556,"OUT027","Medium","Tier 3","Other Supermarket",7510.224,"FD","FDV","28"
"NCL29",9.695,"Low Fat",0.11334267702448,"Health and Hygiene",156.9604,"OUT027","Medium","Tier 3","Other Supermarket",1584.604,"NC","NCL","28"
"FDU14",17.75,"Low Fat",0.0595339237736863,"Dairy",249.575,"OUT010","Small","Tier 3","Grocery Store",499.35,"FD","FDU","15"
"FDH17",16.2,"Regular",0.0166481977624751,"Frozen Foods",97.4726,"OUT035","Small","Tier 2","Supermarket Type1",1174.4712,"FD","FDH","9"
"FDQ15",20.35,"Regular",0.15102679902576,"Meat",79.2276,"OUT035","Small","Tier 2","Supermarket Type1",649.8208,"FD","FDQ","9"
"FDZ44",8.185,"Low Fat",0.0389584746980643,"Fruits and Vegetables",115.4808,"OUT017","Small","Tier 2","Supermarket Type1",820.2656,"FD","FDZ","6"
"FDM32",20.5,"Low Fat",0.020693719355024,"Fruits and Vegetables",88.183,"OUT018","Medium","Tier 3","Other Supermarket",719.064,"FD","FDM","4"
"NCP29",8.42,"Low Fat",0.112236343287745,"Health and Hygiene",64.3168,"OUT035","Small","Tier 2","Supermarket Type1",703.0848,"NC","NCP","9"
"FDG53",10,"Low Fat",0.0461285735046132,"Frozen Foods",141.818,"OUT017","Small","Tier 2","Supermarket Type1",838.908,"FD","FDG","6"
"FDT25",7.5,"Low Fat",0.050969415304518,"Canned",122.4072,"OUT018","Medium","Tier 3","Other Supermarket",2572.6512,"FD","FDT","4"
"FDM39",6.42,"Low Fat",0.0531906099515422,"Dairy",177.6002,"OUT027","Medium","Tier 3","Other Supermarket",8417.7094,"FD","FDM","28"
"FDW35",10.6,"Low Fat",0.0111123800774509,"Breads",43.8454,"OUT045","Small","Tier 2","Supermarket Type1",671.1264,"FD","FDW","11"
"FDD10",20.6,"Regular",0.078836930994277,"Snack Foods",177.2344,"OUT010","Small","Tier 3","Grocery Store",892.172,"FD","FDD","15"
"FDH08",7.51,"Low Fat",0.0173377954465922,"Fruits and Vegetables",230.801,"OUT027","Medium","Tier 3","Other Supermarket",5283.123,"FD","FDH","28"
"DRG37",16.2,"Low Fat",0.0194618395703673,"Soft Drinks",153.9972,"OUT018","Medium","Tier 3","Other Supermarket",1246.3776,"DR","DRG","4"
"FDU01",20.25,"Regular",0.0120663265371103,"Canned",183.5924,"OUT017","Small","Tier 2","Supermarket Type1",2406.2012,"FD","FDU","6"
"NCZ17",12.15,"Low Fat",0.0797735264437722,"Health and Hygiene",36.6506,"OUT018","Medium","Tier 3","Other Supermarket",493.3578,"NC","NCZ","4"
"FDU34",18.25,"Low Fat",0.074801096029398,"Snack Foods",125.9046,"OUT027","Medium","Tier 3","Other Supermarket",4482.1656,"FD","FDU","28"
"FDB16",8.21,"Low Fat",0.0449119118349001,"Dairy",88.5198,"OUT035","Small","Tier 2","Supermarket Type1",1133.8574,"FD","FDB","9"
"FDG10",6.63,"Regular",0.0187398479414125,"Snack Foods",57.7588,"OUT010","Small","Tier 3","Grocery Store",57.2588,"FD","FDG","15"
"FDH46",6.935,"Regular",0.0412407728632974,"Snack Foods",101.8332,"OUT013","High","Tier 3","Supermarket Type1",2255.7304,"FD","FDH","26"
"FDC16",11.5,"Regular",0.0204620760263613,"Dairy",88.254,"OUT027","Medium","Tier 3","Other Supermarket",2510.066,"FD","FDC","28"
"FDH50",15,"Regular",0.161385591799355,"Canned",185.8266,"OUT035","Small","Tier 2","Supermarket Type1",1844.266,"FD","FDH","9"
"NCZ18",7.825,"Low Fat",0.186045051246032,"Household",255.4698,"OUT046","Small","Tier 1","Supermarket Type1",5073.396,"NC","NCZ","16"
"FDJ32",10.695,"Low Fat",0.0577852580208789,"Fruits and Vegetables",61.4536,"OUT046","Small","Tier 1","Supermarket Type1",428.7752,"FD","FDJ","16"
"DRI23",18.85,"Low Fat",0.137393806262062,"Hard Drinks",162.0578,"OUT035","Small","Tier 2","Supermarket Type1",3209.156,"DR","DRI","9"
"DRD01",12.1,"Regular",0.0612724938375203,"Soft Drinks",53.2614,"OUT049","Medium","Tier 1","Supermarket Type1",386.8298,"DR","DRD","14"
"FDY02",8.945,"Regular",0.0878289394776109,"Dairy",261.091,"OUT045","Small","Tier 2","Supermarket Type1",3418.883,"FD","FDY","11"
"FDG38",8.975,"Regular",0.0528127118480166,"Canned",86.6224,"OUT049","Medium","Tier 1","Supermarket Type1",1704.448,"FD","FDG","14"
"NCG30",20.2,"Low Fat",0.112499237882279,"Household",124.4046,"OUT049","Medium","Tier 1","Supermarket Type1",1120.5414,"NC","NCG","14"
"FDO31",6.76,"Regular",0.0291074267669945,"Fruits and Vegetables",80.696,"OUT018","Medium","Tier 3","Other Supermarket",559.272,"FD","FDO","4"
"NCU42",9,"Low Fat",0.0195473856727406,"Household",168.1474,"OUT045","Small","Tier 2","Supermarket Type1",4211.185,"NC","NCU","11"
"NCG30",20.2,"Low Fat",0.112555754606001,"Household",123.1046,"OUT045","Small","Tier 2","Supermarket Type1",1120.5414,"NC","NCG","11"
"NCA30",19,"Low Fat",0.129549534591557,"Household",189.1872,"OUT046","Small","Tier 1","Supermarket Type1",567.2616,"NC","NCA","16"
"FDF29",15.1,"Regular",0.0199141410313726,"Frozen Foods",129.431,"OUT013","High","Tier 3","Supermarket Type1",3505.437,"FD","FDF","26"
"FDI14",14.1,"Low Fat",0.0898199052958971,"Canned",142.7496,"OUT049","Medium","Tier 1","Supermarket Type1",3528.74,"FD","FDI","14"
"FDY57",20.2,"Regular",0.121446414562531,"Snack Foods",94.9752,"OUT049","Medium","Tier 1","Supermarket Type1",1342.2528,"FD","FDY","14"
"FDT27",11.395,"Regular",0.0692227087934714,"Meat",232.9616,"OUT027","Medium","Tier 3","Other Supermarket",3515.424,"FD","FDT","28"
"FDM46",7.365,"Low Fat",0.15913001526645,"Snack Foods",92.712,"OUT027","Medium","Tier 3","Other Supermarket",3635.268,"FD","FDM","28"
"NCD30",19.7,"Low Fat",0.0268866852902468,"Household",98.1726,"OUT027","Medium","Tier 3","Other Supermarket",978.726,"NC","NCD","28"
"FDJ15",11.35,"Regular",0.023200325870321,"Dairy",183.3608,"OUT027","Medium","Tier 3","Other Supermarket",6064.1064,"FD","FDJ","28"
"NCW05",20.25,"Low Fat",0.148381791023102,"Health and Hygiene",108.8938,"OUT045","Small","Tier 2","Supermarket Type1",3644.5892,"NC","NCW","11"
"FDT13",14.85,"Low Fat",0.0190370354709408,"Canned",187.7214,"OUT010","Small","Tier 3","Grocery Store",188.4214,"FD","FDT","15"
"NCP06",20.7,"Low Fat",0.067231044250654,"Household",149.7366,"OUT010","Small","Tier 3","Grocery Store",151.1366,"NC","NCP","15"
"FDP03",5.15,"Regular",0.0613048236187908,"Meat",122.1388,"OUT045","Small","Tier 2","Supermarket Type1",2352.9372,"FD","FDP","11"
"NCM30",19.1,"Low Fat",0.120665638445807,"Household",43.2796,"OUT019","Small","Tier 1","Grocery Store",41.2796,"NC","NCM","28"
"FDK20",12.6,"Regular",0.0415158631093748,"Fruits and Vegetables",124.3072,"OUT013","High","Tier 3","Supermarket Type1",5022.7952,"FD","FDK","26"
"FDX01",10.1,"Low Fat",0.0242026345008035,"Canned",114.915,"OUT049","Medium","Tier 1","Supermarket Type1",2796.36,"FD","FDX","14"
"FDV57",15.25,"Regular",0.0662869037612872,"Snack Foods",179.666,"OUT017","Small","Tier 2","Supermarket Type1",6471.576,"FD","FDV","6"
"FDY34",10.5,"Regular",0.0110047896284659,"Snack Foods",167.1842,"OUT045","Small","Tier 2","Supermarket Type1",2984.1156,"FD","FDY","11"
"FDP37",15.6,"Low Fat",0.256599552526648,"Breakfast",126.9994,"OUT019","Small","Tier 1","Grocery Store",385.4982,"FD","FDP","28"
"FDP22",14.65,"Regular",0.0991015638744946,"Snack Foods",52.8666,"OUT035","Small","Tier 2","Supermarket Type1",461.3994,"FD","FDP","9"
"FDS25",6.885,"Regular",0.139991389828583,"Canned",108.7228,"OUT046","Small","Tier 1","Supermarket Type1",2542.0244,"FD","FDS","16"
"NCY18",7.285,"Low Fat",0.0312857138045467,"Household",176.0054,"OUT018","Medium","Tier 3","Other Supermarket",2626.581,"NC","NCY","4"
"FDO08",11.1,"Regular",0.0537213043221627,"Fruits and Vegetables",165.1526,"OUT013","High","Tier 3","Supermarket Type1",1480.0734,"FD","FDO","26"
"NCI43",19.85,"Low Fat",0.0258326947517626,"Household",48.6376,"OUT027","Medium","Tier 3","Other Supermarket",1677.816,"NC","NCI","28"
"FDH16",10.5,"Low Fat",0.0525489030438957,"Frozen Foods",89.683,"OUT046","Small","Tier 1","Supermarket Type1",988.713,"FD","FDH","16"
"NCZ05",8.485,"Low Fat",0.104235344754709,"Health and Hygiene",104.699,"OUT019","Small","Tier 1","Grocery Store",103.199,"NC","NCZ","28"
"DRE49",20.75,"Low Fat",0.0212943733874026,"Soft Drinks",151.9024,"OUT045","Small","Tier 2","Supermarket Type1",2732.4432,"DR","DRE","11"
"FDO09",13.5,"Regular",0.124618549211458,"Snack Foods",261.091,"OUT027","Medium","Tier 3","Other Supermarket",5522.811,"FD","FDO","28"
"FDA08",11.85,"Regular",0.0500347862783226,"Fruits and Vegetables",164.6526,"OUT013","High","Tier 3","Supermarket Type1",2137.8838,"FD","FDA","26"
"NCD55",14,"Low Fat",0.0244753081038649,"Household",41.1454,"OUT017","Small","Tier 2","Supermarket Type1",503.3448,"NC","NCD","6"
"NCR50",20.2,"Low Fat",0.0118082001713142,"Household",154.634,"OUT013","High","Tier 3","Supermarket Type1",4287.752,"NC","NCR","26"
"NCC06",19,"Low Fat",0.0270291376955103,"Household",127.0336,"OUT049","Medium","Tier 1","Supermarket Type1",3962.8416,"NC","NCC","14"
"FDC34",16,"Regular",0.172585367274432,"Snack Foods",154.5972,"OUT013","High","Tier 3","Supermarket Type1",1869.5664,"FD","FDC","26"
"FDQ49",20.2,"Regular",0.0703740930488541,"Breakfast",155.563,"OUT019","Small","Tier 1","Grocery Store",469.389,"FD","FDQ","28"
"FDS60",20.85,"Low Fat",0.032415893806352,"Baking Goods",181.666,"OUT013","High","Tier 3","Supermarket Type1",1438.128,"FD","FDS","26"
"FDP10",19,"Low Fat",0.127961331724088,"Snack Foods",107.6622,"OUT013","High","Tier 3","Supermarket Type1",1270.3464,"FD","FDP","26"
"FDW46",13,"Regular",0.0702799505976258,"Snack Foods",64.3484,"OUT035","Small","Tier 2","Supermarket Type1",2218.4456,"FD","FDW","9"
"FDG53",10,"Low Fat",0.0785564096207992,"Frozen Foods",141.618,"OUT010","Small","Tier 3","Grocery Store",139.818,"FD","FDG","15"
"FDP57",17.5,"Low Fat",0.0524279239658794,"Snack Foods",103.999,"OUT035","Small","Tier 2","Supermarket Type1",1857.582,"FD","FDP","9"
"NCP43",17.75,"Low Fat",0.0547013956654375,"Others",181.766,"OUT019","Small","Tier 1","Grocery Store",179.766,"NC","NCP","28"
"FDW49",19.5,"Low Fat",0.0830412237094847,"Canned",180.2002,"OUT017","Small","Tier 2","Supermarket Type1",5193.9058,"FD","FDW","6"
"FDA28",16.1,"Regular",0.0818882560784251,"Frozen Foods",124.2362,"OUT010","Small","Tier 3","Grocery Store",377.5086,"FD","FDA","15"
"NCS42",8.6,"Low Fat",0.069395032546143,"Household",91.2146,"OUT035","Small","Tier 2","Supermarket Type1",2554.0088,"NC","NCS","9"
"FDP21",7.42,"Regular",0.0256060247456201,"Snack Foods",188.1872,"OUT027","Medium","Tier 3","Other Supermarket",6239.8776,"FD","FDP","28"
"DRJ39",20.25,"Low Fat",0.0363216106521751,"Dairy",220.1482,"OUT046","Small","Tier 1","Supermarket Type1",3066.6748,"DR","DRJ","16"
"FDH12",9.6,"Low Fat",0.0854568974567323,"Baking Goods",105.028,"OUT017","Small","Tier 2","Supermarket Type1",2556.672,"FD","FDH","6"
"FDQ13",11.1,"Low Fat",0.0106584742611229,"Canned",83.0908,"OUT049","Medium","Tier 1","Supermarket Type1",1593.9252,"FD","FDQ","14"
"NCQ06",13,"Low Fat",0.0420045413692959,"Household",254.7014,"OUT018","Medium","Tier 3","Other Supermarket",5100.028,"NC","NCQ","4"
"FDL40",17.7,"Low Fat",0.0115523324251106,"Frozen Foods",94.741,"OUT027","Medium","Tier 3","Other Supermarket",1641.197,"FD","FDL","28"
"NCE54",20.7,"Low Fat",0.0269269482263709,"Household",74.3354,"OUT018","Medium","Tier 3","Other Supermarket",1880.885,"NC","NCE","4"
"FDL58",5.78,"Regular",0.12702299459041,"Snack Foods",262.3568,"OUT010","Small","Tier 3","Grocery Store",790.9704,"FD","FDL","15"
"FDW38",5.325,"Regular",0.13927688976214,"Dairy",53.0298,"OUT018","Medium","Tier 3","Other Supermarket",377.5086,"FD","FDW","4"
"FDD17",7.5,"Low Fat",0.0325941428634458,"Frozen Foods",238.1906,"OUT013","High","Tier 3","Supermarket Type1",3327.6684,"FD","FDD","26"
"FDK25",11.6,"Regular",0.157080392619804,"Breakfast",166.6474,"OUT049","Medium","Tier 1","Supermarket Type1",4211.185,"FD","FDK","14"
"FDR22",19.35,"Regular",0.0184653827652504,"Snack Foods",109.9544,"OUT027","Medium","Tier 3","Other Supermarket",5257.1568,"FD","FDR","28"
"FDU35",6.44,"Low Fat",0.0793432808461718,"Breads",99.87,"OUT045","Small","Tier 2","Supermarket Type1",1498.05,"FD","FDU","11"
"FDR35",12.5,"Low Fat",0.020740941214609,"Breads",198.9742,"OUT045","Small","Tier 2","Supermarket Type1",995.371,"FD","FDR","11"
"NCZ18",7.825,"Low Fat",0.186868719723704,"Household",253.5698,"OUT018","Medium","Tier 3","Other Supermarket",3805.047,"NC","NCZ","4"
"FDF22",6.865,"Low Fat",0.0973552727851411,"Snack Foods",212.3218,"OUT010","Small","Tier 3","Grocery Store",427.4436,"FD","FDF","15"
"FDD17",7.5,"Low Fat",0.0326950797471669,"Frozen Foods",238.7906,"OUT045","Small","Tier 2","Supermarket Type1",4040.7402,"FD","FDD","11"
"DRD37",9.8,"Low Fat",0.013840040089777,"Soft Drinks",45.206,"OUT046","Small","Tier 1","Supermarket Type1",1211.756,"DR","DRD","16"
"FDC08",19,"Regular",0.103437310679083,"Fruits and Vegetables",225.472,"OUT046","Small","Tier 1","Supermarket Type1",3169.208,"FD","FDC","16"
"FDU57",8.27,"Regular",0.0895432072179489,"Snack Foods",150.8708,"OUT046","Small","Tier 1","Supermarket Type1",2407.5328,"FD","FDU","16"
"FDZ58",17.85,"Low Fat",0.0522595571751714,"Snack Foods",121.8072,"OUT049","Medium","Tier 1","Supermarket Type1",2450.144,"FD","FDZ","14"
"FDY01",11.8,"Regular",0.170230911776393,"Canned",116.4834,"OUT035","Small","Tier 2","Supermarket Type1",1958.1178,"FD","FDY","9"
"FDG09",20.6,"Regular",0.0481426073954977,"Fruits and Vegetables",187.1556,"OUT018","Medium","Tier 3","Other Supermarket",4693.89,"FD","FDG","4"
"NCE54",20.7,"Low Fat",0.0268965582462107,"Household",73.9354,"OUT046","Small","Tier 1","Supermarket Type1",677.1186,"NC","NCE","16"
"FDB34",15.25,"Low Fat",0.0266653763259901,"Snack Foods",87.0198,"OUT045","Small","Tier 2","Supermarket Type1",2442.1544,"FD","FDB","11"
"FDT24",12.35,"Regular",0.186213404604435,"Baking Goods",76.2328,"OUT046","Small","Tier 1","Supermarket Type1",1544.656,"FD","FDT","16"
"FDZ08",12.5,"Regular",0.109881768221687,"Fruits and Vegetables",83.0592,"OUT013","High","Tier 3","Supermarket Type1",743.0328,"FD","FDZ","26"
"NCI54",15.2,"Low Fat",0.0336522923265309,"Household",108.9912,"OUT049","Medium","Tier 1","Supermarket Type1",1965.4416,"NC","NCI","14"
"FDU34",18.25,"Low Fat",0.0753141070711206,"Snack Foods",122.6046,"OUT049","Medium","Tier 1","Supermarket Type1",2988.1104,"FD","FDU","14"
"FDP23",6.71,"Low Fat",0.03565284089286,"Breads",218.9166,"OUT013","High","Tier 3","Supermarket Type1",2394.8826,"FD","FDP","26"
"NCV29",11.8,"Low Fat",0.0409600857455388,"Health and Hygiene",176.7686,"OUT019","Small","Tier 1","Grocery Store",888.843,"NC","NCV","28"
"FDG10",6.63,"Regular",0.0108820035630136,"Snack Foods",57.2588,"OUT027","Medium","Tier 3","Other Supermarket",801.6232,"FD","FDG","28"
"FDZ56",16.25,"Low Fat",0.0461483083198855,"Fruits and Vegetables",167.5474,"OUT019","Small","Tier 1","Grocery Store",1010.6844,"FD","FDZ","28"
"NCL41",12.35,"Low Fat",0.0417247394252522,"Health and Hygiene",36.3216,"OUT035","Small","Tier 2","Supermarket Type1",276.9728,"NC","NCL","9"
"FDM39",6.42,"Low Fat",0.0534168921661831,"Dairy",178.7002,"OUT013","High","Tier 3","Supermarket Type1",4477.505,"FD","FDM","26"
"NCZ54",14.65,"Low Fat",0.083491508549286,"Household",161.3552,"OUT049","Medium","Tier 1","Supermarket Type1",7148.0288,"NC","NCZ","14"
"FDT59",13.65,"Low Fat",0.0159441815796358,"Breads",229.4668,"OUT049","Medium","Tier 1","Supermarket Type1",4837.7028,"FD","FDT","14"
"FDV20",20.2,"Regular",0.0600587948206686,"Fruits and Vegetables",128.3678,"OUT018","Medium","Tier 3","Other Supermarket",1398.8458,"FD","FDV","4"
"NCE43",12.5,"Low Fat",0.104055023229897,"Household",172.2448,"OUT017","Small","Tier 2","Supermarket Type1",1874.8928,"NC","NCE","6"
"FDP15",15.2,"Low Fat",0.0835029181808442,"Meat",255.433,"OUT027","Medium","Tier 3","Other Supermarket",9227.988,"FD","FDP","28"
"FDO16",5.48,"Low Fat",0.0151732220950673,"Frozen Foods",82.225,"OUT018","Medium","Tier 3","Other Supermarket",2247.075,"FD","FDO","4"
"NCP41",16.6,"Low Fat",0.0290669937537792,"Health and Hygiene",109.4596,"OUT019","Small","Tier 1","Grocery Store",647.1576,"NC","NCP","28"
"DRD01",12.1,"Regular",0.0613032755259979,"Soft Drinks",56.2614,"OUT045","Small","Tier 2","Supermarket Type1",552.614,"DR","DRD","11"
"FDM56",16.7,"Low Fat",0.0706073785374713,"Fruits and Vegetables",107.9912,"OUT017","Small","Tier 2","Supermarket Type1",1419.4856,"FD","FDM","6"
"FDS22",16.85,"Regular",0.023202747775602,"Snack Foods",45.9428,"OUT045","Small","Tier 2","Supermarket Type1",307.5996,"FD","FDS","11"
"FDX20",7.365,"Low Fat",0.0426277068579109,"Fruits and Vegetables",227.072,"OUT049","Medium","Tier 1","Supermarket Type1",4074.696,"FD","FDX","14"
"FDE34",9.195,"Low Fat",0.108530508186044,"Snack Foods",183.6634,"OUT017","Small","Tier 2","Supermarket Type1",2362.9242,"FD","FDE","6"
"FDV50",14.3,"Low Fat",0.122556182537816,"Dairy",122.373,"OUT046","Small","Tier 1","Supermarket Type1",985.384,"FD","FDV","16"
"NCU17",5.32,"Low Fat",0.0934335165232397,"Health and Hygiene",101.2674,"OUT017","Small","Tier 2","Supermarket Type1",2241.0828,"NC","NCU","6"
"NCP53",14.75,"Low Fat",0.0327180840740422,"Health and Hygiene",235.6906,"OUT027","Medium","Tier 3","Other Supermarket",5704.5744,"NC","NCP","28"
"FDW09",13.65,"Regular",0.0444043250842186,"Snack Foods",80.2302,"OUT010","Small","Tier 3","Grocery Store",79.2302,"FD","FDW","15"
"FDW55",12.6,"Regular",0.0219672026284152,"Fruits and Vegetables",248.6092,"OUT046","Small","Tier 1","Supermarket Type1",3237.1196,"FD","FDW","16"
"NCE31",7.67,"Low Fat",0.183875461683934,"Household",33.6216,"OUT027","Medium","Tier 3","Other Supermarket",934.7832,"NC","NCE","28"
"FDO49",10.6,"Regular",0.0330481160113103,"Breakfast",49.7008,"OUT046","Small","Tier 1","Supermarket Type1",961.4152,"FD","FDO","16"
"FDH34",8.63,"Low Fat",0.0557560753313362,"Snack Foods",184.6582,"OUT019","Small","Tier 1","Grocery Store",185.7582,"FD","FDH","28"
"FDJ38",8.6,"Regular",0.0401651045924895,"Canned",188.553,"OUT013","High","Tier 3","Supermarket Type1",3795.06,"FD","FDJ","26"
"FDG32",19.85,"Low Fat",0.175973950051312,"Fruits and Vegetables",224.0772,"OUT046","Small","Tier 1","Supermarket Type1",1556.6404,"FD","FDG","16"
"DRQ35",9.3,"Low Fat",0.0425419696883938,"Hard Drinks",125.5388,"OUT017","Small","Tier 2","Supermarket Type1",2848.2924,"DR","DRQ","6"
"FDK25",11.6,"Regular",0.281211059888764,"Breakfast",167.8474,"OUT019","Small","Tier 1","Grocery Store",336.8948,"FD","FDK","28"
"FDD58",7.76,"Low Fat",0.0596077002694784,"Snack Foods",99.67,"OUT018","Medium","Tier 3","Other Supermarket",1897.53,"FD","FDD","4"
"FDB15",10.895,"Low Fat",0.136768498128282,"Dairy",265.2568,"OUT035","Small","Tier 2","Supermarket Type1",4218.5088,"FD","FDB","9"
"DRF60",10.8,"Low Fat",0.052080677400733,"Soft Drinks",238.1564,"OUT018","Medium","Tier 3","Other Supermarket",5243.8408,"DR","DRF","4"
